Index;Price;Host Since;Host Response Rate;Host Verifications;Neighbourhood Group Cleansed;Longitude;Room Type;Accommodates;Bathrooms;Bedrooms;Amenities;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 30;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Features
101;25.0;6;100.0;5;45.655913978494624;-3.716390064225504;32.38965911831498;2;2.0;1.0;5;0.0;0.0;1;0;21;3;100.0;10.0;9.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;0.41;3
14107;55.0;5;100.0;3;64.56904097353802;-3.701054504402073;80.1381671466533;2;1.0;1.0;15;180.0;20.0;1;0;8;61;91.0;10.0;9.0;10.0;10.0;10.0;9.0;58.728428701180746;1.0;3.95;4
14394;135.0;4;100.0;3;64.56904097353802;-3.696561088568036;80.1381671466533;6;2.0;2.0;19;200.0;35.0;4;20;7;20;96.0;10.0;10.0;10.0;10.0;10.0;9.0;58.728428701180746;1.0;3.55;4
8121;70.0;5;100.0;4;64.56904097353802;-3.7040476592691;80.1381671466533;3;1.0;1.0;13;0.0;35.0;2;15;2;111;96.0;10.0;10.0;10.0;10.0;9.0;10.0;65.22549019607843;4.0;5.1;6
10194;175.0;7;100.0;3;74.76748971193416;-3.671260498205575;80.1381671466533;6;2.0;3.0;11;0.0;0.0;4;0;0;14;89.0;9.0;9.0;10.0;10.0;10.0;9.0;58.728428701180746;1.0;0.34;3
286;17.0;5;100.0;5;47.468992248062015;-3.7016618718618033;32.38965911831498;1;1.0;1.0;14;0.0;0.0;1;0;23;18;90.0;10.0;10.0;10.0;9.0;8.0;9.0;50.39969226382209;1.0;2.73;4
4711;200.0;5;100.0;4;64.56904097353802;-3.7039657860585136;80.1381671466533;8;2.0;3.0;8;200.0;65.0;6;0;6;64;98.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;4.0;4.9;3
9890;65.0;9;100.0;4;64.56904097353802;-3.704514132588421;80.1381671466533;3;1.0;1.0;17;150.0;25.0;2;10;17;25;91.0;9.0;9.0;10.0;10.0;9.0;9.0;58.728428701180746;8.0;1.62;5
5400;29.0;3;100.0;3;64.56904097353802;-3.7007564356225866;32.38965911831498;2;0.0;1.0;10;0.0;0.0;1;8;30;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;4.0;1.0;3
9105;70.0;9;100.0;4;35.191964285714285;-3.7610945992827487;80.1381671466533;4;2.0;2.0;12;300.0;0.0;1;0;15;5;92.0;10.0;10.0;10.0;10.0;10.0;9.0;58.728428701180746;2.0;0.48;3
1649;27.0;5;100.0;5;59.78174928572369;-3.7221457886243248;32.38965911831498;1;1.0;1.0;18;0.0;0.0;1;0;0;8;93.0;9.0;9.0;9.0;9.0;8.0;9.0;58.728428701180746;3.0;0.43;3
13389;70.0;3;96.04274307186472;1;59.78174928572369;-3.717984950625652;80.1381671466533;5;1.0;2.0;10;0.0;27.0;3;10;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;3
10336;43.0;5;90.0;5;64.56904097353802;-3.702894618394935;32.38965911831498;2;2.0;1.0;17;0.0;0.0;1;0;0;37;97.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;2.0;1.63;4
3012;75.0;9;100.0;5;64.56904097353802;-3.7039433023426462;80.1381671466533;5;1.0;1.0;15;200.0;35.0;2;15;4;34;95.0;10.0;9.0;10.0;9.0;9.0;9.0;65.22549019607843;11.0;2.09;5
5280;12.0;4;94.0;7;41.573170731707314;-3.6096405162246574;32.38965911831498;2;1.0;1.0;4;0.0;0.0;1;12;6;11;82.0;9.0;10.0;9.0;9.0;9.0;9.0;50.39969226382209;1.0;4.34;5
2140;100.0;5;100.0;7;64.56904097353802;-3.6939039521400914;80.1381671466533;6;1.0;2.0;20;100.0;34.0;4;15;1;21;87.0;10.0;9.0;9.0;10.0;10.0;9.0;58.728428701180746;13.0;5.25;6
10178;49.0;6;100.0;4;60.31679389312977;-3.7128692652184094;80.1381671466533;2;1.0;1.0;11;0.0;30.0;1;0;4;108;91.0;9.0;9.0;9.0;9.0;10.0;9.0;65.22549019607843;1.0;2.81;5
3569;38.0;8;98.0;4;44.16263736263736;-3.695380779462943;32.38965911831498;3;1.0;1.0;17;0.0;5.0;2;10;12;182;96.0;10.0;10.0;10.0;10.0;9.0;10.0;65.22549019607843;4.0;3.93;5
12194;35.0;8;100.0;7;64.56904097353802;-3.7110166317034494;32.38965911831498;2;1.0;1.0;15;150.0;40.0;1;0;0;2;70.0;9.0;7.0;9.0;6.0;10.0;7.0;58.728428701180746;2.0;0.06;4
2969;50.0;4;100.0;6;64.56904097353802;-3.707995475443264;80.1381671466533;2;1.0;0.0;15;100.0;20.0;2;15;13;30;96.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;2.0;5.11;5
4101;36.0;7;100.0;5;64.56904097353802;-3.6939681711601873;32.38965911831498;2;1.0;1.0;7;0.0;0.0;1;0;6;137;86.0;9.0;8.0;9.0;9.0;10.0;9.0;58.728428701180746;8.0;4.82;4
1204;21.0;8;99.0;5;74.76748971193416;-3.6710416429523263;32.38965911831498;1;1.0;1.0;12;0.0;0.0;1;19;12;14;80.0;8.0;9.0;10.0;10.0;9.0;8.0;65.22549019607843;33.0;0.51;5
2299;30.0;7;100.0;4;64.56904097353802;-3.710537835137092;32.38965911831498;2;1.0;1.0;12;0.0;0.0;1;0;11;13;98.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;1.99;4
13024;50.0;6;100.0;3;47.468992248062015;-3.694899836160466;32.38965911831498;2;1.0;1.0;16;450.0;15.0;1;0;29;1;100.0;10.0;10.0;9.656794425087108;10.0;9.550540257929592;9.274708035558655;50.39969226382209;2.0;0.25;3
14629;19.0;7;100.0;4;47.468992248062015;-3.7079838836728425;32.38965911831498;1;1.5;1.0;7;0.0;0.0;1;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;2.0;0.05;3
4308;34.0;4;100.0;7;66.66331658291458;-3.682029931617719;32.38965911831498;1;1.0;1.0;16;0.0;0.0;1;0;0;12;97.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;3.67;4
2692;75.0;7;89.0;4;41.573170731707314;-3.5836304710523805;80.1381671466533;2;1.0;1.0;16;300.0;30.0;1;0;26;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;3.0;2.1509986225895266;5
7116;20.0;4;100.0;3;60.31679389312977;-3.715595223051678;32.38965911831498;2;2.0;1.0;18;100.0;0.0;1;20;20;11;87.0;9.0;9.0;10.0;9.0;10.0;9.0;50.39969226382209;3.0;1.73;3
8337;44.0;7;100.0;3;64.56904097353802;-3.7084662941773314;80.1381671466533;3;1.0;0.0;11;0.0;10.0;2;12;0;23;94.0;10.0;10.0;10.0;10.0;10.0;9.0;65.22549019607843;3.0;3.29;3
13610;79.0;6;100.0;5;64.56904097353802;-3.70387057282478;80.1381671466533;4;2.0;2.0;11;200.0;30.0;2;25;3;36;98.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;1.0;1.86;5
7667;70.0;5;100.0;5;64.56904097353802;-3.6997180429737653;80.1381671466533;4;1.0;1.0;20;0.0;30.0;1;0;3;87;91.0;10.0;9.0;10.0;10.0;10.0;9.0;58.728428701180746;7.0;4.29;5
2351;36.0;5;100.0;3;64.56904097353802;-3.710371197938254;80.1381671466533;2;1.0;0.0;14;150.0;18.0;1;0;7;42;89.0;10.0;9.0;10.0;10.0;10.0;9.0;65.22549019607843;1.0;3.05;2
12108;115.0;9;94.0;4;64.56904097353802;-3.7017632386097032;80.1381671466533;6;2.0;1.0;9;200.0;49.0;2;15;7;5;84.0;10.0;10.0;10.0;10.0;9.0;9.0;50.39969226382209;51.0;0.43;6
1664;28.0;5;96.04274307186472;2;35.191964285714285;-3.731022366618697;32.38965911831498;1;2.0;1.0;1;0.0;0.0;1;0;30;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;2
11387;90.0;5;100.0;4;59.78174928572369;-3.7163144053351966;80.1381671466533;4;2.0;2.0;14;0.0;49.0;2;7;6;1;80.0;10.0;8.0;10.0;10.0;10.0;10.0;50.39969226382209;12.0;1.0;4
2163;68.0;8;100.0;4;64.56904097353802;-3.6942586066333187;80.1381671466533;3;1.0;1.0;14;100.0;25.0;2;15;6;14;96.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;23.0;4.12;5
3899;23.0;4;100.0;8;64.56904097353802;-3.712119537111577;32.38965911831498;1;1.0;1.0;22;0.0;15.0;1;0;7;10;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;1.19;3
3096;69.0;7;100.0;4;64.56904097353802;-3.7006909012433176;80.1381671466533;3;1.0;0.0;19;100.0;20.0;2;5;3;162;94.0;10.0;9.0;10.0;10.0;10.0;10.0;58.728428701180746;7.0;6.14;5
833;55.0;6;100.0;3;64.56904097353802;-3.7011795151215527;80.1381671466533;4;1.0;1.0;11;250.0;25.0;2;10;9;8;100.0;9.0;9.0;10.0;9.0;9.0;9.0;65.22549019607843;1.0;3.43;3
2054;55.0;7;100.0;4;64.56904097353802;-3.7043906565179503;80.1381671466533;4;1.0;1.0;16;100.0;0.0;2;12;3;55;95.0;10.0;10.0;10.0;10.0;9.0;10.0;58.728428701180746;7.0;3.86;4
10693;40.0;7;96.04274307186472;4;60.31679389312977;-3.7029450326034494;32.38965911831498;2;1.0;1.0;13;0.0;0.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;3
13371;200.0;9;100.0;5;74.76748971193416;-3.6741273248565567;80.1381671466533;5;2.5;2.0;21;0.0;160.0;1;0;10;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;28.0;2.1509986225895266;6
3563;20.0;6;100.0;5;44.16263736263736;-3.7005379138536316;32.38965911831498;2;1.0;1.0;22;0.0;5.0;1;12;18;7;100.0;10.0;10.0;10.0;10.0;9.0;10.0;58.728428701180746;1.0;1.06;3
1750;70.0;5;67.0;3;60.31679389312977;-3.710475270041089;80.1381671466533;4;1.0;1.0;10;100.0;25.0;1;0;0;3;87.0;10.0;9.0;10.0;10.0;9.0;9.0;58.728428701180746;1.0;0.14;3
2271;24.0;8;57.0;4;44.16263736263736;-3.6942370487190717;32.38965911831498;2;1.0;1.0;17;0.0;0.0;1;10;0;18;100.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;1.0;0.54;4
3280;80.0;3;100.0;3;60.31679389312977;-3.7011826825655945;80.1381671466533;4;1.0;1.0;12;96.0;30.0;2;15;13;6;93.0;9.0;8.0;10.0;10.0;10.0;9.0;50.39969226382209;5.0;3.67;4
11906;18.0;8;100.0;5;35.503937007874015;-3.669146263011129;25.857142857142858;2;1.0;1.0;18;0.0;0.0;1;10;30;3;93.0;9.0;9.0;10.0;10.0;8.0;9.0;50.39969226382209;6.0;0.26;3
2149;89.0;4;96.0;3;64.56904097353802;-3.6957207797643368;80.1381671466533;4;1.0;0.0;14;0.0;0.0;1;0;9;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;29.0;2.1509986225895266;4
175;44.0;5;92.0;5;33.57142857142857;-3.702864364139559;80.1381671466533;4;2.0;1.0;19;100.0;0.0;2;12;6;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;58.728428701180746;8.0;0.5;3
6444;30.0;6;100.0;3;64.56904097353802;-3.704301449051048;80.1381671466533;2;1.0;1.0;13;0.0;15.0;1;0;1;22;90.0;10.0;9.0;10.0;10.0;10.0;9.0;50.39969226382209;1.0;2.5;3
1118;80.0;5;100.0;3;68.8821138211382;-3.6904123896989818;80.1381671466533;4;1.0;0.0;22;0.0;30.0;2;20;7;80;98.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;1.0;3.39;5
4472;76.0;8;100.0;4;64.56904097353802;-3.7046926688006487;80.1381671466533;10;2.0;3.0;10;300.0;50.0;1;24;13;18;94.0;10.0;10.0;9.0;10.0;10.0;9.0;65.22549019607843;12.0;1.09;4
3240;70.0;9;96.04274307186472;2;45.655913978494624;-3.691633123676824;80.1381671466533;4;2.0;2.0;12;200.0;40.0;4;10;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;1.0;2.1509986225895266;3
9728;58.0;7;100.0;5;64.56904097353802;-3.7041974663243775;80.1381671466533;2;1.0;1.0;19;0.0;30.0;1;0;7;116;92.0;10.0;10.0;10.0;10.0;9.0;9.0;58.728428701180746;1.0;2.57;4
4630;18.0;5;96.04274307186472;2;44.16263736263736;-3.69468079616038;32.38965911831498;2;1.0;1.0;11;0.0;0.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;4.0;2.1509986225895266;2
815;22.0;4;96.04274307186472;3;64.56904097353802;-3.7005956059028495;32.38965911831498;2;1.0;1.0;12;0.0;0.0;1;8;0;11;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;1.14;3
10318;15.0;4;88.0;4;59.78174928572369;-3.7169465991095634;32.38965911831498;1;1.0;1.0;11;150.0;5.0;1;0;17;3;100.0;10.0;9.0;10.0;10.0;10.0;9.0;50.39969226382209;1.0;0.31;2
13035;75.0;5;100.0;2;47.468992248062015;-3.706422989464543;80.1381671466533;6;1.0;2.0;14;450.0;50.0;1;65;17;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;1.0;2.1509986225895266;2
8860;99.0;9;86.0;5;64.56904097353802;-3.701893245041327;80.1381671466533;4;2.0;2.0;9;200.0;25.0;1;0;12;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;58.728428701180746;3.0;2.1509986225895266;4
11661;21.0;4;100.0;7;52.68181818181818;-3.649779706604272;32.38965911831498;1;1.0;1.0;13;0.0;0.0;1;14;5;34;96.0;10.0;10.0;9.0;9.0;9.0;10.0;58.728428701180746;1.0;3.19;4
9090;22.0;4;90.0;2;34.44303797468354;-3.7252844842384345;32.38965911831498;2;1.0;1.0;14;0.0;0.0;1;0;26;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;2
12520;50.0;4;96.04274307186472;2;35.503937007874015;-3.6682226044806003;32.38965911831498;1;1.0;1.0;9;0.0;0.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;2
9077;50.0;5;100.0;3;35.503937007874015;-3.6676826183024502;80.1381671466533;3;1.0;1.0;17;0.0;0.0;1;0;10;10;94.0;10.0;10.0;10.0;10.0;8.0;9.0;65.22549019607843;7.0;0.65;2
11076;100.0;7;96.0;4;64.56904097353802;-3.7036648030985697;80.1381671466533;3;2.0;2.0;15;200.0;30.0;1;0;5;17;98.0;10.0;10.0;10.0;9.0;10.0;10.0;50.39969226382209;10.0;3.23;5
3538;74.0;8;98.0;4;64.56904097353802;-3.701339228130393;80.1381671466533;4;1.0;1.0;8;150.0;55.0;2;15;9;27;87.0;9.0;9.0;9.0;9.0;10.0;9.0;50.39969226382209;9.0;0.98;5
8593;59.0;7;100.0;5;64.56904097353802;-3.7062207200216086;80.1381671466533;2;1.0;1.0;15;200.0;0.0;1;0;3;62;96.0;10.0;10.0;10.0;10.0;10.0;9.0;65.22549019607843;1.0;1.25;4
5547;55.0;7;100.0;4;64.56904097353802;-3.7003699900989866;80.1381671466533;3;1.5;1.0;9;200.0;8.0;3;15;5;114;82.0;9.0;9.0;9.0;10.0;10.0;8.0;65.22549019607843;9.0;5.82;4
1451;29.0;4;100.0;6;64.56904097353802;-3.703432742863269;32.38965911831498;2;1.0;1.0;20;0.0;13.0;1;0;0;10;89.0;10.0;9.0;10.0;10.0;10.0;9.0;50.39969226382209;1.0;1.02;3
1284;30.0;4;67.0;2;59.78174928572369;-3.7834248865192164;32.38965911831498;1;1.0;1.0;11;0.0;0.0;1;0;22;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;2.0;2.1509986225895266;2
3188;110.0;9;100.0;5;74.76748971193416;-3.6895196333466536;80.1381671466533;2;1.0;1.0;23;0.0;100.0;2;0;6;8;95.0;9.0;10.0;10.0;10.0;10.0;9.0;65.22549019607843;28.0;0.19;6
5505;40.0;5;100.0;4;64.56904097353802;-3.695499588412357;80.1381671466533;4;1.0;1.0;11;100.0;5.0;2;18;4;13;92.0;9.0;9.0;10.0;10.0;10.0;9.0;58.728428701180746;2.0;3.98;4
10068;75.0;5;100.0;5;64.56904097353802;-3.7104738024879778;80.1381671466533;4;1.0;1.0;17;130.0;20.0;1;0;7;5;100.0;10.0;10.0;10.0;10.0;10.0;9.0;65.22549019607843;3.0;4.29;4
4939;46.0;6;100.0;5;64.56904097353802;-3.705409841865353;80.1381671466533;2;1.0;0.0;15;0.0;20.0;1;0;2;46;98.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;1.0;4.69;5
14432;45.0;7;100.0;5;64.56904097353802;-3.701638450980812;80.1381671466533;4;1.0;0.0;18;0.0;20.0;2;8;4;36;92.0;10.0;10.0;10.0;10.0;9.0;9.0;58.728428701180746;20.0;1.47;5
11120;21.0;5;100.0;4;64.56904097353802;-3.718637588614425;32.38965911831498;2;2.0;1.0;14;0.0;10.0;1;0;7;85;94.0;10.0;9.0;10.0;10.0;10.0;9.0;65.22549019607843;3.0;5.93;3
5051;60.0;8;100.0;4;64.56904097353802;-3.7110708067576983;80.1381671466533;4;1.0;1.0;11;0.0;0.0;1;0;12;44;95.0;9.0;10.0;10.0;10.0;10.0;9.0;65.22549019607843;2.0;1.39;5
5605;45.0;5;96.04274307186472;3;64.56904097353802;-3.6956198744036937;32.38965911831498;2;1.0;1.0;7;100.0;0.0;1;0;28;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;2
5889;72.0;6;100.0;3;64.56904097353802;-3.7136401366408816;80.1381671466533;4;2.0;2.0;13;0.0;20.0;1;0;4;25;95.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;3.46;3
145;14.0;7;99.0;3;33.57142857142857;-3.6866299540583523;25.857142857142858;2;1.0;1.0;14;0.0;0.0;1;5;16;30;91.0;9.0;9.0;10.0;10.0;8.0;9.0;65.22549019607843;8.0;1.63;3
8287;250.0;3;96.04274307186472;1;64.56904097353802;-3.6962043978839993;80.1381671466533;1;1.0;1.0;10;0.0;0.0;1;0;29;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;3
14698;90.0;4;100.0;3;52.68181818181818;-3.658808837213161;32.38965911831498;3;1.0;1.0;11;0.0;0.0;1;0;21;3;80.0;9.0;9.0;9.0;10.0;9.0;7.0;65.22549019607843;3.0;0.38;2
1313;90.0;5;100.0;5;59.78174928572369;-3.721513537376744;80.1381671466533;5;2.0;2.0;10;100.0;40.0;3;10;5;13;98.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;4.64;4
8915;32.0;6;67.0;3;52.68181818181818;-3.649867539287913;32.38965911831498;2;1.0;1.0;17;0.0;0.0;1;10;7;2;90.0;9.0;9.0;9.0;9.0;9.0;10.0;50.39969226382209;3.0;0.11;3
5173;49.0;8;100.0;4;47.468992248062015;-3.7040256023517606;80.1381671466533;2;1.0;1.0;13;90.0;10.0;1;11;0;17;91.0;9.0;10.0;10.0;10.0;8.0;9.0;58.728428701180746;1.0;2.54;3
6286;44.0;5;92.0;5;33.57142857142857;-3.7014883281306483;80.1381671466533;6;2.0;1.0;22;93.0;0.0;2;12;3;25;94.0;10.0;10.0;9.0;10.0;8.0;9.0;58.728428701180746;8.0;1.95;4
8607;120.0;3;100.0;2;42.264044943820224;-3.6344310075997637;80.1381671466533;6;3.0;3.0;14;100.0;25.0;1;0;20;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;1.0;2.1509986225895266;2
12579;60.0;4;100.0;4;34.44303797468354;-3.7605724917802617;80.1381671466533;4;1.0;2.0;9;0.0;0.0;1;0;6;23;91.0;10.0;9.0;10.0;10.0;9.0;9.0;50.39969226382209;1.0;3.88;3
5123;25.0;5;100.0;3;44.16263736263736;-3.6925947342100875;32.38965911831498;1;2.0;1.0;16;100.0;0.0;1;0;22;5;65.0;7.0;8.0;6.0;5.0;5.0;5.0;58.728428701180746;2.0;1.09;3
2630;49.0;9;100.0;6;60.31679389312977;-3.6961680321086496;80.1381671466533;4;1.0;1.0;12;150.0;0.0;2;10;0;10;91.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;8.0;0.53;5
2799;60.0;4;100.0;5;64.56904097353802;-3.706740661459458;80.1381671466533;2;1.0;1.0;17;100.0;20.0;1;0;12;9;96.0;10.0;9.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;2.84;2
1815;120.0;5;100.0;3;60.31679389312977;-3.7043389307088614;80.1381671466533;3;1.0;1.0;21;0.0;0.0;1;0;14;7;94.0;10.0;9.0;9.0;10.0;10.0;9.0;50.39969226382209;1.0;0.64;3
13994;75.0;4;99.0;6;64.56904097353802;-3.699856726854232;80.1381671466533;4;1.0;1.0;21;225.0;20.0;2;5;1;14;93.0;9.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;6.0;4.04;5
1754;18.0;7;100.0;3;35.191964285714285;-3.7388190509656383;32.38965911831498;2;1.0;1.0;22;0.0;0.0;1;7;5;16;96.0;10.0;10.0;10.0;10.0;9.0;10.0;50.39969226382209;1.0;1.49;4
1903;82.0;9;94.0;4;60.31679389312977;-3.7138290491986745;80.1381671466533;3;2.0;2.0;9;200.0;33.0;2;10;16;16;79.0;8.0;9.0;10.0;10.0;9.0;8.0;50.39969226382209;51.0;0.58;6
7117;25.0;5;100.0;3;60.31679389312977;-3.712568853827976;32.38965911831498;1;1.0;1.0;12;0.0;0.0;1;0;0;33;84.0;8.0;9.0;10.0;9.0;10.0;9.0;50.39969226382209;3.0;1.69;3
4956;105.0;8;100.0;5;64.56904097353802;-3.700867814501817;80.1381671466533;6;2.0;2.0;20;200.0;39.0;4;16;1;92;94.0;10.0;10.0;10.0;10.0;10.0;9.0;65.22549019607843;23.0;5.04;5
14142;61.0;7;98.0;5;44.16263736263736;-3.6909476351766246;80.1381671466533;4;1.0;2.0;22;200.0;35.0;2;16;18;12;90.0;9.0;9.0;10.0;10.0;9.0;9.0;65.22549019607843;2.0;2.57;5
2740;75.0;9;96.0;3;66.66331658291458;-3.6895198850805344;80.1381671466533;8;2.0;3.0;17;150.0;0.0;2;20;10;61;84.0;9.0;9.0;10.0;9.0;10.0;9.0;65.22549019607843;1.0;1.05;4
4015;20.0;6;100.0;5;34.44303797468354;-3.7791487586669854;32.38965911831498;2;1.0;1.0;14;0.0;15.0;1;5;17;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;58.728428701180746;1.0;2.1509986225895266;4
2466;104.0;6;100.0;4;68.8821138211382;-3.689071462954856;80.1381671466533;4;1.0;1.0;12;200.0;49.0;2;24;7;5;80.0;9.0;9.0;9.0;9.0;10.0;9.0;65.22549019607843;3.0;0.46;5
6803;16.0;5;100.0;7;35.503937007874015;-3.6431759058829987;32.38965911831498;1;1.0;1.0;13;0.0;0.0;1;0;0;10;98.0;10.0;10.0;10.0;10.0;9.0;10.0;50.39969226382209;1.0;0.54;4
7394;35.0;4;100.0;6;44.16263736263736;-3.72041996012681;80.1381671466533;2;1.0;1.0;16;0.0;0.0;1;0;0;9;95.0;9.0;10.0;10.0;10.0;9.0;9.0;58.728428701180746;1.0;1.11;5
1690;65.0;5;100.0;5;60.31679389312977;-3.700323731681508;80.1381671466533;4;1.0;2.0;17;200.0;25.0;3;20;4;29;96.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;1.0;2.74;3
8875;22.0;4;96.04274307186472;4;68.8821138211382;-3.672303597763293;32.38965911831498;2;1.0;1.0;13;0.0;0.0;1;0;0;5;84.0;8.0;6.0;9.0;10.0;10.0;8.0;50.39969226382209;1.0;0.39;4
13064;23.0;5;100.0;4;42.264044943820224;-3.635048002924529;32.38965911831498;2;1.0;1.0;6;0.0;0.0;1;0;25;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;1.43;3
5219;23.0;8;100.0;3;60.31679389312977;-3.703354004332056;32.38965911831498;9;3.0;4.0;26;100.0;20.0;1;22;25;6;83.0;9.0;8.0;9.0;8.0;9.0;8.0;65.22549019607843;25.0;0.15;3
9941;55.0;5;0.0;3;64.56904097353802;-3.7008290952336527;32.38965911831498;2;1.0;1.0;6;0.0;15.0;1;20;30;9;91.0;9.0;9.0;9.0;9.0;10.0;8.0;65.22549019607843;1.0;0.49;2
4594;90.0;4;100.0;3;68.8821138211382;-3.671785681117629;80.1381671466533;4;2.0;2.0;18;0.0;30.0;1;0;2;24;92.0;9.0;9.0;9.0;10.0;9.0;9.0;58.728428701180746;1.0;1.66;2
7341;20.0;6;100.0;4;64.56904097353802;-3.702437933642549;32.38965911831498;2;2.0;1.0;13;0.0;15.0;1;5;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;97.0;2.1509986225895266;3
466;96.0;8;100.0;4;64.56904097353802;-3.693409596141299;80.1381671466533;4;1.5;1.0;17;0.0;15.0;2;25;15;146;93.0;10.0;9.0;9.0;10.0;10.0;9.0;58.728428701180746;2.0;2.99;4
2000;36.0;6;80.0;4;35.503937007874015;-3.6688320978440654;80.1381671466533;3;1.0;2.0;9;140.0;0.0;1;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;0.12;2
7016;20.0;5;96.04274307186472;5;34.44303797468354;-3.7333132315874327;32.38965911831498;2;1.0;1.0;13;0.0;0.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;3
11941;32.0;7;100.0;4;47.468992248062015;-3.68995758090526;32.38965911831498;2;2.0;1.0;14;0.0;0.0;1;15;0;39;85.0;9.0;9.0;9.0;9.0;9.0;9.0;58.728428701180746;6.0;1.36;4
4870;64.0;5;100.0;4;34.44303797468354;-3.7376574194682215;80.1381671466533;4;1.0;2.0;14;0.0;0.0;4;10;9;57;93.0;10.0;10.0;10.0;10.0;8.0;9.0;58.728428701180746;1.0;2.87;5
