Index;Price;Host Since;Host Response Rate;Host Verifications;Neighbourhood Group Cleansed;Longitude;Room Type;Accommodates;Bathrooms;Bedrooms;Amenities;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 30;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Features
14543;15.0;5;96.04274307186472;2;44.16263736263736;-3.6956725533924297;32.38965911831498;1;1.0;1.0;11;0.0;0.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;4.0;2.1509986225895266;2
2542;14.0;4;96.04274307186472;4;68.8821138211382;-3.673956062042477;32.38965911831498;1;1.0;1.0;17;100.0;0.0;1;0;0;3;73.0;8.0;8.0;8.0;7.0;9.0;8.0;50.39969226382209;1.0;0.3;4
991;45.0;5;93.0;3;64.56904097353802;-3.7028632048107446;80.1381671466533;3;1.0;0.0;21;100.0;25.0;2;15;9;27;96.0;10.0;9.0;10.0;10.0;10.0;10.0;58.728428701180746;2.0;3.13;2
3505;65.0;9;100.0;4;64.56904097353802;-3.7109764948097417;80.1381671466533;4;1.0;1.0;21;100.0;35.0;2;15;1;127;95.0;9.0;10.0;9.0;10.0;10.0;9.0;65.22549019607843;2.0;1.86;5
11359;26.0;7;100.0;4;42.264044943820224;-3.6694933599351693;25.857142857142858;2;1.0;1.0;27;0.0;0.0;1;14;30;2;20.0;2.0;2.0;8.0;4.0;6.0;2.0;50.39969226382209;6.0;0.18;4
6790;20.0;5;100.0;4;35.191964285714285;-3.730820949172963;32.38965911831498;2;1.0;1.0;12;0.0;0.0;1;0;17;11;96.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;1.69;3
2579;40.0;5;96.04274307186472;3;47.468992248062015;-3.6968368251903576;32.38965911831498;1;1.0;1.0;18;0.0;0.0;1;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;0.08;3
11598;22.0;5;78.0;4;60.31679389312977;-3.693741759057105;32.38965911831498;2;1.0;1.0;9;0.0;0.0;3;20;7;59;85.0;9.0;9.0;9.0;9.0;9.0;9.0;65.22549019607843;5.0;2.58;3
1525;85.0;5;100.0;4;64.56904097353802;-3.7046449355666966;80.1381671466533;4;1.0;1.0;15;300.0;30.0;2;15;5;30;96.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;2.0;2.3;4
1751;35.0;4;50.0;6;35.191964285714285;-3.747716018594716;80.1381671466533;4;1.0;1.0;12;90.0;16.0;1;35;24;12;80.0;10.0;7.0;9.0;9.0;8.0;8.0;50.39969226382209;1.0;1.51;4
12868;185.0;9;33.0;3;64.56904097353802;-3.7016395001974236;80.1381671466533;4;1.0;1.0;13;200.0;30.0;4;0;3;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;58.728428701180746;14.0;2.1509986225895266;3
439;42.0;7;100.0;4;64.56904097353802;-3.7018867830135287;80.1381671466533;4;1.0;1.0;10;150.0;25.0;2;10;6;25;87.0;9.0;9.0;9.0;9.0;9.0;9.0;65.22549019607843;7.0;2.76;5
7601;29.0;5;91.0;3;64.56904097353802;-3.697051194514556;32.38965911831498;2;1.0;1.0;11;0.0;10.0;1;0;6;24;93.0;9.0;10.0;9.0;9.0;10.0;10.0;58.728428701180746;1.0;4.29;3
7311;60.0;6;70.0;5;64.56904097353802;-3.707030742459736;80.1381671466533;2;1.0;1.0;18;0.0;0.0;2;0;8;17;99.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;4.0;5.73;4
11128;40.0;4;87.0;2;64.56904097353802;-3.7160632433231777;32.38965911831498;2;1.0;1.0;14;0.0;0.0;1;0;8;14;99.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;2.5;4
11236;35.0;6;100.0;3;74.76748971193416;-3.674441535504561;32.38965911831498;2;2.0;1.0;12;0.0;0.0;1;5;0;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;1.04;2
7463;19.0;8;99.0;5;74.76748971193416;-3.6711854679260014;32.38965911831498;2;1.0;1.0;9;0.0;0.0;1;18;0;27;84.0;8.0;8.0;9.0;9.0;8.0;8.0;65.22549019607843;33.0;0.48;6
1185;75.0;5;100.0;4;74.76748971193416;-3.6680540718666803;80.1381671466533;2;1.0;1.0;13;150.0;40.0;2;15;9;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;9.0;2.1509986225895266;5
6039;40.0;6;96.04274307186472;3;64.56904097353802;-3.705664505887176;80.1381671466533;3;1.0;1.0;13;900.0;40.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;3
6784;65.0;5;100.0;3;34.44303797468354;-3.774863595550971;80.1381671466533;6;2.0;3.0;16;150.0;0.0;3;15;3;41;100.0;10.0;10.0;10.0;10.0;9.0;10.0;50.39969226382209;1.0;2.38;4
11340;75.0;4;100.0;2;41.573170731707314;-3.6206585217149247;80.1381671466533;5;2.0;1.0;19;200.0;30.0;2;8;22;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;1.0;2.1509986225895266;3
11155;18.0;4;90.0;6;64.56904097353802;-3.7042791780043287;32.38965911831498;1;1.0;1.0;18;0.0;10.0;1;0;8;16;98.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;2.38;4
1048;50.0;5;75.0;5;41.573170731707314;-3.5816525522982365;80.1381671466533;2;1.0;1.0;19;0.0;15.0;1;0;0;7;94.0;10.0;10.0;10.0;10.0;8.0;9.0;58.728428701180746;3.0;0.37;3
6753;50.0;4;100.0;3;45.655913978494624;-3.6880760200134977;80.1381671466533;5;1.0;3.0;19;150.0;0.0;2;10;0;18;97.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;1.0;2.5;4
2925;79.0;5;100.0;6;64.56904097353802;-3.7112225444414144;80.1381671466533;6;1.0;2.0;20;0.0;20.0;2;10;10;67;91.0;9.0;10.0;10.0;10.0;10.0;9.0;65.22549019607843;11.0;7.2;4
12175;85.0;7;98.0;5;64.56904097353802;-3.710416426955493;80.1381671466533;4;1.0;1.0;16;200.0;40.0;2;22;15;5;76.0;8.0;8.0;8.0;9.0;10.0;8.0;65.22549019607843;2.0;1.5;6
6744;15.0;3;96.04274307186472;2;45.655913978494624;-3.7222758306093455;32.38965911831498;1;2.0;2.0;12;0.0;0.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;2
11104;65.0;8;100.0;4;64.56904097353802;-3.7105350165422455;80.1381671466533;4;1.0;0.0;10;80.0;0.0;2;10;2;116;96.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;5.0;2.09;7
8679;35.0;5;100.0;3;64.56904097353802;-3.7091544804420544;32.38965911831498;2;1.0;1.0;8;0.0;0.0;1;15;2;41;96.0;10.0;10.0;10.0;9.0;10.0;10.0;58.728428701180746;1.0;2.73;3
8341;78.0;6;89.0;3;60.31679389312977;-3.704052539448712;80.1381671466533;9;1.5;5.0;5;0.0;0.0;1;0;0;7;89.0;10.0;9.0;10.0;10.0;10.0;9.0;50.39969226382209;9.0;0.33;3
6358;20.0;4;100.0;4;52.68181818181818;-3.6584456625184703;32.38965911831498;2;1.0;1.0;10;0.0;0.0;1;0;16;11;87.0;9.0;9.0;9.0;9.0;9.0;9.0;58.728428701180746;1.0;2.23;3
5762;105.0;4;75.0;3;59.78174928572369;-3.715232575418928;80.1381671466533;4;1.0;1.0;12;0.0;30.0;1;0;1;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;6.0;2.1509986225895266;3
8991;110.0;5;100.0;4;66.66331658291458;-3.674259534511621;80.1381671466533;3;1.0;2.0;17;0.0;20.0;1;0;22;5;76.0;9.0;9.0;9.0;8.0;8.0;8.0;50.39969226382209;1.0;0.43;4
347;50.0;6;100.0;3;64.56904097353802;-3.710574851813533;80.1381671466533;2;1.0;1.0;21;0.0;20.0;1;0;11;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;1.0;4.29;3
9745;30.0;3;96.04274307186472;7;64.56904097353802;-3.7125288144416335;25.857142857142858;1;2.0;1.0;11;200.0;30.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;38.0;2.1509986225895266;4
11707;45.0;7;100.0;4;64.56904097353802;-3.7026938526253503;80.1381671466533;2;1.0;1.0;18;0.0;25.0;1;0;0;108;81.0;8.0;8.0;9.0;9.0;10.0;8.0;65.22549019607843;46.0;4.21;5
1585;50.0;6;100.0;4;66.66331658291458;-3.669847303903816;32.38965911831498;2;1.5;1.0;20;0.0;10.0;1;0;20;26;94.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;1.0;1.01;4
10953;130.0;5;100.0;3;64.56904097353802;-3.7005469735679695;25.857142857142858;6;2.0;1.0;17;100.0;50.0;4;20;0;2;90.0;9.0;10.0;10.0;10.0;10.0;9.0;50.39969226382209;5.0;0.17;4
9574;80.0;7;100.0;4;47.468992248062015;-3.7017126820066064;80.1381671466533;4;1.0;2.0;16;0.0;20.0;1;0;0;11;92.0;9.0;9.0;9.0;10.0;9.0;9.0;50.39969226382209;1.0;0.49;3
3308;45.0;10;100.0;4;60.31679389312977;-3.7163852545636784;80.1381671466533;4;1.0;1.0;14;100.0;20.0;2;15;15;94;83.0;8.0;9.0;9.0;9.0;9.0;8.0;58.728428701180746;9.0;1.53;5
8384;25.0;6;94.0;5;44.16263736263736;-3.6973536308306976;32.38965911831498;4;1.0;1.0;14;0.0;0.0;2;10;13;38;96.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;10.0;1.75;3
7881;50.0;5;90.0;4;64.56904097353802;-3.7056430727390217;80.1381671466533;3;1.0;2.0;15;0.0;10.0;1;10;0;3;90.0;10.0;8.0;7.0;10.0;10.0;9.0;58.728428701180746;3.0;0.93;2
2426;75.0;6;100.0;4;64.56904097353802;-3.7025161730836893;80.1381671466533;4;1.0;1.0;17;100.0;20.0;1;0;13;53;90.0;9.0;9.0;9.0;10.0;10.0;9.0;65.22549019607843;5.0;1.48;5
10529;50.0;3;100.0;2;59.78174928572369;-3.7150132328365015;32.38965911831498;2;1.0;1.0;12;0.0;0.0;1;0;28;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;3
2729;70.0;4;96.04274307186472;7;74.76748971193416;-3.670552096397759;80.1381671466533;4;1.0;2.0;13;0.0;0.0;1;0;7;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;58.728428701180746;1.0;2.1509986225895266;4
5189;50.0;8;100.0;6;66.66331658291458;-3.677962265261683;80.1381671466533;2;1.0;1.0;16;0.0;25.0;1;0;0;5;88.0;9.0;8.0;10.0;10.0;10.0;8.0;58.728428701180746;4.0;0.32;4
13339;43.0;5;100.0;5;64.56904097353802;-3.707179803330311;32.38965911831498;2;1.0;1.0;14;200.0;30.0;1;0;7;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;3.0;2.1509986225895266;4
4857;42.0;3;100.0;3;45.655913978494624;-3.706858192381744;32.38965911831498;2;1.0;1.0;11;200.0;25.0;1;0;29;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;1.0;1.0;2
2415;89.0;4;96.0;3;64.56904097353802;-3.6938967646039553;80.1381671466533;2;1.0;0.0;14;0.0;0.0;1;0;15;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;29.0;2.1509986225895266;4
10202;54.0;8;100.0;6;64.56904097353802;-3.6991520026535247;80.1381671466533;2;1.0;1.0;17;100.0;20.0;2;0;7;113;85.0;9.0;9.0;9.0;10.0;9.0;9.0;65.22549019607843;3.0;2.68;5
3710;25.0;5;0.0;4;45.655913978494624;-3.715150993937328;32.38965911831498;1;1.0;1.0;4;0.0;0.0;1;0;30;3;93.0;8.0;8.0;8.0;8.0;8.0;9.0;58.728428701180746;2.0;0.15;3
11456;25.0;5;96.04274307186472;2;64.56904097353802;-3.7066740027188536;32.38965911831498;1;1.0;1.0;10;0.0;0.0;1;5;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;4
13890;50.0;7;100.0;3;64.56904097353802;-3.704405178713575;32.38965911831498;2;1.0;1.0;15;0.0;0.0;1;0;8;34;95.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;1.0;4.55;2
1863;45.0;6;100.0;4;60.31679389312977;-3.6950059581516923;32.38965911831498;3;6.0;1.0;14;85.0;0.0;1;45;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;10.0;2.1509986225895266;4
3852;150.0;4;100.0;3;68.8821138211382;-3.6800928708631977;80.1381671466533;8;2.0;3.0;12;150.0;0.0;1;0;6;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;58.728428701180746;29.0;2.1509986225895266;3
3879;80.0;5;100.0;4;66.66331658291458;-3.6901607432752863;80.1381671466533;2;1.0;1.0;15;300.0;20.0;3;15;0;3;80.0;10.0;9.0;8.0;8.0;10.0;8.0;58.728428701180746;1.0;0.56;3
14356;30.0;6;100.0;2;64.56904097353802;-3.7055358231822906;32.38965911831498;2;1.0;1.0;9;100.0;15.0;1;15;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;58.728428701180746;1.0;2.1509986225895266;3
3156;35.0;6;100.0;4;64.56904097353802;-3.702077827209861;32.38965911831498;2;1.0;1.0;12;0.0;0.0;1;0;8;140;92.0;9.0;9.0;10.0;10.0;10.0;9.0;50.39969226382209;1.0;4.22;5
3157;120.0;7;100.0;4;64.56904097353802;-3.705418885528579;80.1381671466533;8;2.0;3.0;20;0.0;35.0;6;0;5;109;83.0;8.0;8.0;9.0;9.0;9.0;8.0;65.22549019607843;46.0;2.6;4
14509;35.0;3;96.04274307186472;6;64.56904097353802;-3.706226961653373;32.38965911831498;1;3.0;1.0;9;200.0;30.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;26.0;2.1509986225895266;4
3716;35.0;6;100.0;4;45.655913978494624;-3.6754011464241163;32.38965911831498;2;1.0;1.0;23;200.0;20.0;1;0;11;10;98.0;10.0;10.0;10.0;10.0;9.0;10.0;65.22549019607843;1.0;0.38;3
8252;70.0;3;100.0;3;64.56904097353802;-3.701745165673531;80.1381671466533;4;2.0;2.0;24;250.0;30.0;2;15;5;10;98.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;1.0;4.69;4
12172;80.0;7;100.0;4;64.56904097353802;-3.7122161051332734;80.1381671466533;3;1.0;1.0;17;0.0;0.0;1;0;0;43;94.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;1.41;3
13060;51.0;5;100.0;5;42.264044943820224;-3.6523713437908882;80.1381671466533;4;1.0;1.0;19;150.0;0.0;2;10;5;9;96.0;9.0;9.0;10.0;10.0;9.0;9.0;58.728428701180746;1.0;2.23;4
2947;60.0;4;100.0;6;64.56904097353802;-3.711598282910733;80.1381671466533;2;1.0;1.0;19;250.0;0.0;1;0;19;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;1.0;2.1509986225895266;3
4695;32.0;5;50.0;3;64.56904097353802;-3.707091309745025;32.38965911831498;2;5.0;1.0;18;200.0;0.0;1;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;38.0;0.13;3
2478;110.0;7;100.0;3;64.56904097353802;-3.7083296382169095;80.1381671466533;4;1.0;1.0;13;100.0;0.0;2;20;6;56;94.0;10.0;10.0;10.0;10.0;10.0;9.0;58.728428701180746;1.0;1.55;4
6275;20.0;5;100.0;5;42.264044943820224;-3.65290884904377;32.38965911831498;1;1.0;1.0;14;0.0;0.0;1;5;0;21;94.0;10.0;9.0;9.0;10.0;10.0;10.0;50.39969226382209;2.0;1.09;3
9642;85.0;8;100.0;6;64.56904097353802;-3.706319077762717;80.1381671466533;6;1.0;3.0;14;150.0;25.0;2;15;9;19;97.0;9.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;1.0;1.44;5
510;60.0;8;100.0;5;64.56904097353802;-3.703083519586365;80.1381671466533;4;1.0;1.0;16;0.0;0.0;1;0;3;319;95.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;4.0;5.3;5
6407;60.0;8;100.0;6;64.56904097353802;-3.7103658621472535;80.1381671466533;4;1.0;1.0;20;100.0;30.0;2;15;6;126;95.0;9.0;10.0;10.0;10.0;10.0;9.0;65.22549019607843;4.0;2.6;5
7140;49.0;6;100.0;4;37.21951219512195;-3.6574845328177177;80.1381671466533;4;1.0;1.0;17;150.0;25.0;2;10;12;39;91.0;10.0;9.0;10.0;10.0;9.0;9.0;58.728428701180746;6.0;2.25;5
5813;40.0;10;100.0;3;37.81395348837209;-3.7033311483728735;80.1381671466533;2;1.0;1.0;10;200.0;40.0;1;0;14;13;78.0;8.0;8.0;10.0;10.0;7.0;8.0;65.22549019607843;1.0;0.57;3
13214;95.0;5;100.0;4;64.56904097353802;-3.700848999108818;80.1381671466533;4;2.0;2.0;10;0.0;0.0;1;0;0;94;89.0;9.0;9.0;9.0;9.0;9.0;9.0;58.728428701180746;3.0;4.47;3
12844;82.0;9;94.0;4;64.56904097353802;-3.7028232152595737;80.1381671466533;2;1.0;1.0;16;200.0;32.0;2;11;7;10;96.0;9.0;10.0;10.0;10.0;10.0;9.0;58.728428701180746;51.0;0.32;6
9262;33.0;5;100.0;4;64.56904097353802;-3.7023071682948308;32.38965911831498;2;1.0;1.0;5;0.0;0.0;2;0;7;106;85.0;9.0;9.0;9.0;9.0;10.0;9.0;65.22549019607843;2.0;5.55;4
3596;24.0;4;100.0;3;47.468992248062015;-3.696404491083469;32.38965911831498;2;1.0;1.0;12;0.0;0.0;1;10;0;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;0.59;2
3316;30.0;6;96.04274307186472;2;45.655913978494624;-3.717869233210997;32.38965911831498;1;1.0;1.0;11;0.0;0.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;3
3930;52.0;6;100.0;3;64.56904097353802;-3.713159211513217;80.1381671466533;3;1.0;1.0;10;0.0;20.0;1;0;4;42;93.0;10.0;9.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;1.57;3
6017;46.0;7;100.0;4;64.56904097353802;-3.7072454737820064;80.1381671466533;3;1.0;1.0;16;0.0;25.0;1;0;5;98;80.0;8.0;9.0;9.0;9.0;10.0;8.0;65.22549019607843;46.0;3.79;4
10270;50.0;6;100.0;4;64.56904097353802;-3.697046571527197;32.38965911831498;2;1.5;1.0;20;0.0;20.0;1;10;0;38;89.0;8.0;9.0;9.0;10.0;10.0;9.0;65.22549019607843;2.0;1.28;4
10161;50.0;6;100.0;4;64.56904097353802;-3.7068083346776;32.38965911831498;2;1.0;1.0;5;0.0;0.0;1;0;10;109;92.0;9.0;9.0;10.0;10.0;10.0;9.0;50.39969226382209;2.0;2.96;5
13030;17.0;4;100.0;6;47.468992248062015;-3.693705283530478;32.38965911831498;1;1.0;1.0;12;0.0;0.0;1;0;0;6;97.0;10.0;10.0;10.0;10.0;9.0;10.0;50.39969226382209;2.0;4.74;5
7321;80.0;3;100.0;1;64.56904097353802;-3.7100623956601018;80.1381671466533;4;1.0;3.0;13;94.0;20.0;1;0;0;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;1
13495;160.0;8;100.0;6;74.76748971193416;-3.689103530439362;80.1381671466533;4;2.0;2.0;23;0.0;77.0;2;17;13;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;77.0;0.1;4
4798;29.0;10;100.0;4;35.503937007874015;-3.6670777804183423;80.1381671466533;2;1.0;1.0;6;250.0;25.0;1;0;15;59;82.0;9.0;9.0;9.0;9.0;7.0;8.0;65.22549019607843;4.0;3.33;4
13634;30.0;5;96.04274307186472;6;64.56904097353802;-3.7135264781418016;32.38965911831498;1;1.5;1.0;10;0.0;0.0;1;0;0;2;50.0;3.0;9.0;9.0;8.0;7.0;5.0;50.39969226382209;3.0;0.15;3
10244;25.0;8;96.04274307186472;4;64.56904097353802;-3.707628167321824;32.38965911831498;1;2.0;1.0;17;0.0;5.0;1;0;0;11;100.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;1.0;1.63;4
2936;89.0;8;100.0;6;64.56904097353802;-3.7106236892189832;80.1381671466533;2;1.0;1.0;16;100.0;25.0;1;10;6;33;98.0;10.0;10.0;10.0;10.0;10.0;10.0;65.22549019607843;2.0;1.33;5
3838;38.0;7;100.0;4;64.56904097353802;-3.705762177892824;80.1381671466533;2;1.0;0.0;12;0.0;0.0;1;0;3;192;84.0;9.0;9.0;9.0;9.0;9.0;9.0;58.728428701180746;5.0;8.4;4
1589;80.0;8;100.0;6;47.468992248062015;-3.70621783168338;80.1381671466533;2;1.0;1.0;20;0.0;20.0;2;10;1;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;3.0;0.37;3
2565;40.0;4;100.0;6;66.66331658291458;-3.6772605932727496;80.1381671466533;2;1.0;0.0;12;100.0;20.0;1;5;8;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;65.22549019607843;1.0;2.1509986225895266;3
6602;95.0;5;100.0;4;64.56904097353802;-3.7059742624596175;80.1381671466533;2;1.0;1.0;8;0.0;10.0;1;0;19;15;93.0;10.0;9.0;10.0;9.0;10.0;9.0;58.728428701180746;1.0;0.65;3
7977;59.0;5;98.0;5;64.56904097353802;-3.696036384571152;80.1381671466533;2;1.0;0.0;16;0.0;15.0;1;0;4;19;85.0;9.0;9.0;9.0;9.0;10.0;9.0;65.22549019607843;6.0;1.89;5
11937;45.0;4;100.0;4;60.31679389312977;-3.711839897859632;32.38965911831498;2;1.0;1.0;14;0.0;0.0;1;20;30;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;4
2590;35.0;4;100.0;4;60.31679389312977;-3.7130447635780457;32.38965911831498;1;2.0;3.0;1;0.0;0.0;1;0;29;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;2.0;2
6725;30.0;4;100.0;3;60.31679389312977;-3.710177261550768;32.38965911831498;2;1.0;1.0;10;0.0;0.0;1;0;0;26;96.0;10.0;10.0;10.0;10.0;9.0;10.0;65.22549019607843;1.0;4.36;3
10101;55.0;8;94.0;4;64.56904097353802;-3.7070709572597536;80.1381671466533;4;1.0;1.0;17;200.0;25.0;2;19;15;15;88.0;9.0;9.0;9.0;9.0;10.0;8.0;65.22549019607843;12.0;2.14;5
11718;73.0;8;35.0;4;74.76748971193416;-3.6683038321429815;80.1381671466533;4;1.0;2.0;18;100.0;35.0;2;10;0;29;90.0;10.0;8.0;10.0;10.0;9.0;9.0;58.728428701180746;2.0;1.87;3
10447;30.0;5;96.04274307186472;3;37.21951219512195;-3.6496248306429497;32.38965911831498;3;1.5;1.0;14;200.0;25.0;1;25;30;1;80.0;10.0;6.0;10.0;10.0;6.0;8.0;65.22549019607843;1.0;0.05;2
13290;120.0;4;100.0;2;64.56904097353802;-3.7001855079337673;80.1381671466533;6;2.0;3.0;13;150.0;42.0;1;0;7;10;94.0;10.0;8.0;10.0;10.0;10.0;9.0;50.39969226382209;1.0;2.59;4
9842;70.0;7;100.0;6;64.56904097353802;-3.7097838761446416;80.1381671466533;5;1.0;2.0;16;200.0;35.0;2;15;13;28;96.0;10.0;10.0;9.0;10.0;10.0;10.0;58.728428701180746;1.0;3.89;6
7763;60.0;4;100.0;6;64.56904097353802;-3.705734357046933;80.1381671466533;4;1.0;1.0;13;200.0;25.0;2;18;7;28;92.0;10.0;9.0;10.0;9.0;10.0;10.0;58.728428701180746;4.0;4.2;4
4573;25.0;5;100.0;6;44.16263736263736;-3.720165853143806;32.38965911831498;2;1.5;1.0;15;0.0;25.0;1;15;26;7;94.0;10.0;9.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;1.0;4
3129;40.0;4;100.0;3;64.56904097353802;-3.704246910752112;80.1381671466533;3;1.0;1.0;11;0.0;5.0;2;10;6;86;82.0;9.0;9.0;9.0;10.0;9.0;8.0;65.22549019607843;2.0;7.57;4
6168;25.0;3;100.0;7;74.76748971193416;-3.6754022949289817;32.38965911831498;2;1.0;1.0;12;0.0;10.0;1;0;10;1;100.0;10.0;10.0;8.0;10.0;10.0;10.0;58.728428701180746;1.0;1.0;5
14714;40.0;6;100.0;3;35.191964285714285;-3.7469274421718697;32.38965911831498;2;1.0;1.0;18;0.0;0.0;1;0;30;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;2.0;0.09;2
11432;100.0;6;100.0;5;68.8821138211382;-3.679356135342843;80.1381671466533;3;1.0;2.0;16;100.0;30.0;1;0;0;51;96.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;1.0;1.99;5
9057;75.0;9;100.0;5;60.31679389312977;-3.698016960088352;80.1381671466533;4;2.0;2.0;12;150.0;0.0;2;20;10;110;90.0;9.0;9.0;10.0;10.0;9.0;9.0;50.39969226382209;4.0;1.56;5
2612;90.0;8;100.0;3;60.31679389312977;-3.704783308510312;80.1381671466533;2;1.0;1.0;10;150.0;50.0;1;0;0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;50.39969226382209;1.0;0.61;4
10614;30.0;7;96.04274307186472;3;44.16263736263736;-3.6957975647197694;32.38965911831498;1;1.0;1.0;21;0.0;0.0;1;0;23;0;92.07111806642322;9.45682451253482;9.377828054298643;9.656794425087108;9.676700887419523;9.550540257929592;9.274708035558655;50.39969226382209;1.0;2.1509986225895266;3
11115;45.0;6;100.0;3;64.56904097353802;-3.7117138032821697;32.38965911831498;2;1.0;1.0;11;150.0;0.0;1;0;0;14;97.0;10.0;10.0;10.0;10.0;10.0;10.0;58.728428701180746;2.0;0.76;2
9784;49.0;5;100.0;5;64.56904097353802;-3.695828761490509;80.1381671466533;3;1.0;1.0;11;0.0;5.0;1;0;1;139;89.0;9.0;9.0;9.0;9.0;10.0;9.0;65.22549019607843;1.0;7.72;3
